id,name,area,salary_from,salary_to,currency,snippet_requirement,snippet_responsibility,experience,employment,schedule,key_skills
118794341,Менеджер по продажам,Алматы,300000.0,1800000.0,KZT,,"Республиканский центр подготовки и повышения квалификации - это учебный центр. Предоставляет услуги связанные с обеспечением безопасности и охраны труда, пожарной безопасности...",От 1 года до 3 лет,Полная занятость,Полный день,"B2B Продажи, Холодные продажи, Телефонные переговоры, Консультирование клиентов, Консультативные продажи, Заключение договоров, Консультирование клиентов по телефону, телефонные продажи, Активные продажи, Холодные звонки"
119755314,Менеджер чатов (в Яндекс),Москва,30000.0,77000.0,RUR,Опыт работы не требуется (будет оплачиваемое обучение). Будет плюсом опыт работы на вакансиях:,,Нет опыта,Полная занятость,Удаленная работа,"Грамотная речь, Работа в команде, Деловая переписка, Деловое общение"
118490886,Менеджер консультант КФ UMC,Астана,190000.0,200000.0,KZT,Среднее-специальное или высшее образование. Специализация не имеет значения. Свободное владение русским и казахским. Четкая дикция. Стрессоустойчивость.,Запись пациентов в информационную медицинскую систему на прием к медицинским специалистам клинический подразделений.,Нет опыта,Полная занятость,Полный день,
117731302,Менеджер по продажам логистических услуг,Алматы,400000.0,,KZT,Опыт в сфере транспорта и логистики (будет преимуществом). Холодные звонки. Умение и желание продавать. Планировать свою работу. Грамотная речь. ,"Активный поиск и привлечение новых клиентов (существующая база актуальных клиентов будет преимуществом). Холодные звонки и обязательные встречи с лицами, принимающими...",От 1 года до 3 лет,Полная занятость,Полный день,"умение искать клиентов и продавать, Холодные продажи, Поиск и привлечение клиентов, Телефонные переговоры, Транспортная логистика, Холодные звонки, Логистика"
119723339,Менеджер по работе с отзывами и вопросами,Москва,40000.0,,RUR,Отличные коммуникативные навыки и умение работать с большим объемом информации. Способность к аналитическому мышлению и решению проблем. Готовность работать в...,"Обработка и анализ отзывов клиентов для выявления ключевых проблем и предложений. Ответы на вопросы клиентов в онлайн-режиме, предоставление необходимой...",Нет опыта,Полная занятость,Удаленная работа,"Грамотная письменная речь, Оформление контента, Грамотная устная речь, Работа с фотостоками, Умение учиться, Деловое общение, Работа с большим объемом информации, Мессенджер-маркетинг"
120169159,HR Менеджер,Атырау,,,,"Опыт работы в HR не менее 2 лет. Обязателен опыт урегулирования трудовых конфликтов. Знание 1С: ЗУП, ЭДО и платформы...",Полное ведение HR-процессов в организации. Контролировать и участвовать в формировании проекта бюджета в части: фонда оплаты труда (ФОТ). ,От 3 до 6 лет,Полная занятость,Полный день,"Корпоративная культура, Оценка персонала, Мотивация сотрудников, HR-аналитика, Разработка долгосрочной системы мотивации, Обучение персонала, Управление бюджетом, Управление конфликтами, Внутренние коммуникации, Управление репутацией, Разработка и внедрение KPI, Договорная работа, Система мотивации персонала, Разработка системы мотивации, Кадровое планирование"
119447932,Менеджер чатов Авито (Авитолог),Москва,60000.0,100000.0,RUR,Ответственность и пунктуальность. Умение работать по скрипту. Хорошие коммуникативные навыки. Уверенное владение Excel. Желание работать и зарабатывать!,Аккаунт-<highlighttext>менеджер</highlighttext> по продажам одежды на Авито. Быстрая и вежливая обработка сообщений клиентов на Авито. Работа по предоставленному скрипту. ,Нет опыта,Частичная занятость,Удаленная работа,"Деловая коммуникация, Деловая переписка, Продажи через интернет, Грамотная письменная речь"
120224524,Офис-менеджер,Аксай (Казахстан),200000.0,350000.0,KZT,Ответственность. Целеустремленность и настойчивость. Грамотная речь и умение находить общий язык с людьми.,"Администрирование офиса. Ведение делопроизводства. Прием и обработка входящих звонков. Прием посетителей офиса. Создание гостеприимной, доброжелательной атмосферы в офисе. ",От 1 года до 3 лет,Полная занятость,Полный день,"Вводный инструктаж по охране труда и технике безопасности, Вводный инструктаж о мерах пожарной безопасности, разработка инструкций по охране труда, Промышленная безопасность"
120217529,Менеджер по логистике,Слуцк,3000.0,,BYR,"Исполнительность, ответственность, коммуникабельность, многозадачность. Владение ПК. Знание процесса грузоперевозок и цепочки поставок приветствуется. Скорость и самостоятельность в принятии решений. ","Загрузка собственного транспорта. Контроль за работой водителя. Ведение переговоров с транспортными компаниями, перевозчиками и экспедиторами. Нахождение наиболее оптимальных вариантов доставки...",Нет опыта,Полная занятость,Полный день,
120177800,Менеджер маркетплейсов (WB и Ozon),Молодечно,1500.0,,BYR,Знание методов и инструментов аналитики интернет-рекламы. Профильное образование. Знание EXCEL. Желателен опыт работы с рекламными кабинетами WB и OZON.,"Создание и мониторинг рекламных компаний (РК) в рекламных кабинетах WB и OZON. Анализ РК (CTR, CR, CPC ...), формирование отчетов (в...",Нет опыта,Полная занятость,Полный день,"Маркетинговый анализ, SEO, Интернет-реклама, Работа с большим объемом информации, Интернет маркетинг"
120213684,Менеджер,Пинск,1200.0,,BYR,"Пользователь ПК. Знание Word, Excel.",Оформление договоров. Верстка текста.,Нет опыта,Полная занятость,Полный день,"Деловая коммуникация, Заключение договоров"
119959809,Менеджер по продажам,Ташкент,5000000.0,30000000.0,UZS,"Уверенный пользователь MC office ( Excel , word,). Амбициозный, результативный,общительный и способный быстро обучаться. Приветствуется опыт работы в В2В...",Заниматься активным поискам и привлечением клиентов. Вести переговоры с клиентами до заключения договора. Выполнять реальный и достижимый план продаж.,От 1 года до 3 лет,Полная занятость,Полный день,
120170557,Менеджер смены доставки,Тбилиси,1200.0,1700.0,GEL,"Умение работать с компьютером, ориентироваться в работе с новыми устройствами. Коммуникабельность, внимание к деталям при работе.","Принимать, обрабатывать и собирать заказы на доставку и самовывоз. Обрабатывать заказы, формировать финансовую документацию, вести сопровождающие документы. Коммуницировать с гостями...",Нет опыта,Полная занятость,Полный день,
120156448,Менеджер администратор в Спа-салон,Астана,300000.0,,KZT,"Дружелюбность, оптимизм, порядочность, ответственность, трудолюбие. Желание работать в дружном коллективе.","Встреча гостей, запись на процедуры, прием платежей, продажа сертификатов, оказание первоклассного сервиса. Открытие, закрытие салона, ведение журнала записи и т...",Нет опыта,Полная занятость,Сменный график,"Пользователь ПК, Работа в команде, Грамотная речь, Yclients, Умение работать в команде, Коммуникабельность"
120252716,Менеджер маркетплейсов (WB),Москва,50000.0,,RUR,"У тебя опыт от 1 года работы с маркетплейсами (ВБ), минимум от 6 месяцев в роли <highlighttext>менеджера</highlighttext>, не помощника. ","Собирать и актуализировать SEO карточек. Проводить CTR- и AB-тесты, анализировать, делать выводы. Управлять воронкой продаж: отслеживать и улучшать показатели. ",Нет опыта,Полная занятость,Удаленная работа,"Аналитика маркетплейсов, CTR, A/B тесты, SEO-тексты, ABC-анализ, Аналитическое мышление, Управление продажами, Продвижение бренда"
120342633,Office Manager / Assistant,Атырау,,,,Выполнение обязанностей на высоком уровне. Умение работать в команде. Способность принимать решения. Открытость для знаний. Открытость. Честность и непредвзятость. ,"Организация и контроль жизнедеятельности офиса (заказ канцелярии, воды, уборка и пр.). Ведение календаря и расписания руководителя. Подготовка и оформление документов...",От 3 до 6 лет,Полная занятость,Полный день,
120208168,Секретарь/офис-менеджер,Ташкент,7000000.0,,UZS,Знание русского и узб. Знание ПК - на уровне пользователя – обязательно.,"Документооборот: сканирование, печать типовых образцов документов Выполнение поручений руководства. Встреча гостей. Приготовление чая и кофе.",От 1 года до 3 лет,Полная занятость,Полный день,"Пользователь ПК, Хранение документов, Электронный документооборот, Сбор и обработка документов, Работа с оргтехникой, Бумажный документооборот, Составление документации"
120311216,Офис-менеджер автошколы,Караганда,300000.0,340000.0,KZT,"Знание казахского, русского языка. Навыки делового общения. Знание ПК.","Консультация клиентов. Отвечать на звонки, сообщения. Ведение документации. Учет курсантов.",От 1 года до 3 лет,Полная занятость,Полный день,"Деловая переписка, Прием и распределение звонков, Телефонные переговоры, Офисная техника, Заключение договоров, Организация встреч"
120077599,Менеджер чатов Telegram,Алматы,650.0,,USD,"Ответственность, умение работать с большим объемом информации. Стремление к обучению и готовность развиваться в динамичной среде. Усидчивость и готовность к...",Работать только в чате с входящими запросами (никаких звонков). Грамотно работать с возражениями и отвечать на вопросы клиентов. ,Нет опыта,Полная занятость,Удаленная работа,"Теплые продажи, Выявление потребностей, Работа с возражениями, Прямые продажи, Работа с клиентами, Консультирование клиентов, Клиентоориентированность, Сопровождение клиентов, Работа с CRM, Деловое общение, Работа с большим объемом информации, Работа в команде, Пользователь ПК"
120171600,Старший менеджер по закупу авиа- и железнодорожных билетов и оформления командировок,Астана,400000.0,,KZT,Высшее или средне-специальное образование. Опыт работы в сфере организации командировок и закупа билетов от 2 лет. Знание онлайн-сервисов...,"Оформление и согласование приказов на командировки, командировочных удостоверений. Поиск и выкуп оптимальных маршрутов (авиа, ж/д), бронирование гостиниц. ",От 1 года до 3 лет,Полная занятость,Полный день,"Документооборот, Деловая переписка, Оформление командировок, Работа с большим объемом информации"
119852157,Сату маманы / Менеджер со знанием казахского языка,Алматы,400000.0,1200000.0,KZT,,"Егер сіз Жақсы табыс тауып, сату сферасында өскіңіз және дамығыңыз келсе, міндетті түрде бізге келіңіз! Сіздерге берілген жылы клиенттермен сөйлесіп...",Нет опыта,Полная занятость,Полный день,
120046647,Менеджер-администратор в цветочный магазин,Алматы,300000.0,400000.0,KZT,"Решение вопросов клиентов, требующих умения справляться со стрессовыми ситуациями и брать на себя ответственность. Требования: Чёткая и уверенная речь. ","Онлайн продажа цветов и композиций через мессенджеры (WhatsApp, Instagram, Telegram) уже заинтересованным «Теплым» клиентам. Координация работы флористов и курьеров. ",От 1 года до 3 лет,Полная занятость,Сменный график,Обучение и развитие
120341221,Менеджер продукта,Алматы,1200000.0,,KZT,"Опыт работы не менее 3 лет на позиции senior product <highlighttext>менеджер</highlighttext> в сфере IT, Telecom (опыт работы с ОТТ-сервисами...",Постановка задач UIUX дизайнерам и младшим продакт-<highlighttext>менеджерам</highlighttext>. Подготовка и согласование БФТ для доработки платформы. Формирование тарифной политики продукта. ,От 3 до 6 лет,Полная занятость,Полный день,
120287453,Менеджер (специалист по сбыту),Жодино,2000.0,2000.0,BYR,"Внимательность, коммуникабельность, умение работать с большим объемом информации, стрессоустойчивость.","Обработка заявок от заказчиков. Выставление счетов, выписка ттн, составление договоров и др. Передача заявок в работу в цех.",Нет опыта,Полная занятость,Полный день,
120059291,Менеджер по продажам в цветочный,Астана,250000.0,,KZT,"Коммуникабельность, навыки ведения продаж и переговоров. - Умение работать с возражениями. - Ответственность, пунктуальность.",Делать продажи/ продавать букеты для онлайн и оффлайн клиентов. - Оформлять доставки. - Вводить данные по продажам в CRM систему.,Нет опыта,Полная занятость,Сменный график,
120342515,Офис-менеджер,Астана,350000.0,,KZT,"Высокая степень организованности, особое внимание к деталям. Гибкость. Коммуникабельность. Аналитические навыки. Опытный пользователь ПК. Высшее образование.",Обеспечение работы офиса. Решение административных задач. Организация совещаний и брифингов. Документооборот. Составление писем.,От 1 года до 3 лет,Полная занятость,Полный день,"Деловая переписка, Составление писем, Работа в команде, Организаторские навыки, Грамотная речь"
120340828,Региональный менеджер,Фергана,10000000.0,20000000.0,UZS,"Опыт работы не менее от 3-х лет на данной должности (или аналогичной) Владение компьютером, Свободное владение Узбекским и Русским...","Управление региональной аптечной сетью (комплекс мероприятий от поиска помещений, их регистрации до вывода на плановые показатели). Внедрение и контроль корпоративных...",От 1 года до 3 лет,Полная занятость,Полный день,
120336850,Менеджер по выписке документации,Ногинск (Московская область),75000.0,,RUR,"Минимальный опыт работы с отгрузочными документами. Умение работать в команде. Развитые коммуникативные навыки для эффективного взаимодействия со смежными подразделениями, трудолюбие.",Оформление отгрузочных документов. Архивация документов. Работа в ЭДО.,Нет опыта,Полная занятость,Сменный график,"Бумажный документооборот, Архивирование документов, 1С: Документооборот, Транспортная накладная, Акты сдачи-приемки"
120283730,Менеджер,Санкт-Петербург,80000.0,100000.0,RUR,"Знание программ: пакет Microsoft Office, основы Adobe (Photoshop, After Effects, Acrobat, Premiere Pro), Audacity и др. Профильное образование в области...","Управление проектами: создание виртуальных визитов, виртуальных выставок, программ для VR-устройств (разработка сценариев, сбор и подготовка материалов, ведение документооборота, взаимодействие...",От 1 года до 3 лет,Полная занятость,Полный день,Управление проектами
120338738,Менеджер склада,Астана,,,,Дисциплина. Ответственность. Коммуникабельность. Аккуратность. Умение работать в команде. Честность. Стрессоустойчивость.,Алармирование товара. Замена бирок на товаре. Прием товара. Участие в инвентаризациях. Помощь в подготовке корпоративных заказов.,Нет опыта,Полная занятость,Полный день,"Приемка товара, Складской Учет, Точность и внимательность к деталям"
120308138,Менеджер по продажам,Костанай,200000.0,700000.0,KZT,"Опыт работы в продажах. Коммуникабельность, грамотная и четкая речь. Высокая работоспособность. Стрессоустойчивость. Инициативность и креативность. Амбициозность.",Общение с покупателями. Выполнение плана по продажам. Заключение договоров и проведение сделок. Составление отчетных документов. Проработка в социальных сетях.,От 1 года до 3 лет,Полная занятость,Полный день,Активные продажи
120334954,Региональный менеджер (г. Волгоград),Волгоград,155000.0,167000.0,RUR,"Высшее, среднее-специальное ТП, <highlighttext>менеджер</highlighttext> по продажам, региональный <highlighttext>менеджер</highlighttext> – строительные материалы. Грамотная устная речь. Быстрая обучаемость. Презентабельный внешний вид. ",Привлечение АКБ по работе с продукцией ТМ PLITONIT. Расширение ассортимента в ТТ АКБ. Развитие продаж приоритетного ассортимента. Проведение обучений в...,От 1 года до 3 лет,Полная занятость,Полный день,"Активные продажи, Региональное развитие, Продажи через дистрибьюторов, Развитие бренда"
120241412,Офис-менеджер,Минск,2000.0,3000.0,BYR,Обязателен опыт в административной работе (1+ год). Умение работать в режиме многозадачности. Внимательность к деталям. Коммуникабельность. Адаптивность. Организованность. ,"Приём звонков. Консультации клиентов (Viber, телефон). Ведение документов (договоры, акты). Закупка канцелярии, хозяйственные вопросы. Контроль графика преподавателей.",От 3 до 6 лет,Полная занятость,Полный день,"Обеспечение жизнедеятельности офиса, Внутренние коммуникации, Документооборот, Хозяйственное обеспечение офиса, Работа с оргтехникой"
120309259,Менеджер по корпоративной культуре и внутренним коммуникациям,Санкт-Петербург,130000.0,,RUR,"Опыт работы на аналогичной должности полгода - 1 год. Опыт работы в сфере HR, либо в развитии корпоративной культуры. ","Информационная и коммуникационная поддержка внутри компании. Написание и подготовка материалов и текстовых сообщений для внутренних электронных рассылок, новостной ленты на...",От 1 года до 3 лет,Полная занятость,Полный день,"Креативность, Внутренние коммуникации, Грамотность, Грамотная речь, Деловая коммуникация, Корпоративная культура, Мобильность, Организация корпоративных мероприятий"
120312770,Топ-менеджер/Руководитель направления Девелопмент,Москва,1000000.0,,RUR,Опыт работы от 6 лет.,Разработка стратегии развития компаний - определение долгосрочных целей и создание эффективных планов их достижения в сфере строительства промышленно-логистических парков. ,Более 6 лет,Полная занятость,Полный день,"Работоспособность, Мотивация персонала, Управление бизнес процессами, Стратегическое планирование, Управление бюджетом, Инновационный менеджмент, Финансовая стратегия, Умение работать в коллективе, Лид-менеджмент, Управленческие навыки, Организаторские навыки, Планирование затрат, Стратегия управления рисками, Оптимизация бизнес-процессов, Управление корпоративной культурой, Найм персонала, Обучение персонала"
120292671,Менеджер по продажам,Витебск,1800.0,1900.0,BYR,Высшее профильное образование. Опыт работы на пищевом предприятии.,Сбор заявок от торгующих организаций. Продвижение продукции на рынок.,От 1 года до 3 лет,Полная занятость,Полный день,
120338767,Помощник/младший менеджер по маркетплейсам wb,Москва,30000.0,30000.0,RUR,Практический опыт работы в кабинете Wildberries от 2 месяцев (первоначально как преимущество). Знание MPStats (обязательно) и бидеров. Уверенное владение Excel...,"Создание карточек товаров на Wildberries, включая описание, фото и цену по вводным от <highlighttext>менеджеров</highlighttext>. Обработка отзывов и вопросов покупателей в...",Нет опыта,Полная занятость,Удаленная работа,"Исполнительность, Ответственность, Внимательность, Аналитический склад ума, MS Excel, Wildberries"
120264116,Руководитель проекта (должность - старший менеджер),Тюмень,200000.0,,RUR,"Высшее профессиональное образование по специальности ""Строительство"", ""Промышленное и гражданское строительство"".",Организация и личный контроль договорного процесса по привлечению подрядных организаций от этапа проектирования до строительства/реконструкции/капитального ремонта и ввода...,От 3 до 6 лет,Полная занятость,Полный день,
120009620,Менеджер по работе с клиентами на Пункт выдачи заказов,Караганда,90000.0,300000.0,KZT,Вежливость. Пунктуальность. Опрятный вид.,"Прием, расклад, выдача товара. Поддержание порядка на рабочем месте.",Нет опыта,Частичная занятость,Полный день,"Работа в команде, Умение работать в команде"
119754716,Региональный менеджер / Территориальный менеджер / Менеджер по развитию бизнеса,Алматы,700000.0,1100000.0,KZT,"Опыт работы в продажах B2B / дистрибуции / развитии регионов – от 3 лет. Знание рынка автокосметики, HoReCa, бытовой химии – большой...","Контролировать выполнение плана продаж – ты не просто <highlighttext>менеджер</highlighttext>, ты стратег и лидер. Выезжать в командировки – лично знакомиться с партнерами, изучать...",От 1 года до 3 лет,Полная занятость,Полный день,"Поиск и привлечение клиентов, Подготовка коммерческих предложений, Заключение договоров, Управление дебиторской задолженностью, Клиентоориентированность, Проведение презентаций, Развитие продаж, Ведение переговоров"
120322763,Менеджер интернет-магазина,Москва,,,,Релевантный опыт работы: <highlighttext>менеджер</highlighttext> e-commerce / <highlighttext>менеджер</highlighttext> клиентского сервиса. Владение техниками продаж. Навыки делового общения и умение оказывать высокий уровень...,"Консультирование клиентов по ассортименту компании, помощь в выборе, оформление заказов. Минимизация количества отмененных заказов путем работы с возражениями и предложением...",От 1 года до 3 лет,Полная занятость,Сменный график,"Сопровождение клиентов, Ведение переговоров, Работа с возражениями, Работа с CRM, Клиентоориентированность, Консультирование клиентов, Ориентация на результат"
119636004,Менеджер по академическим и студенческим делам,Астана,,,,Управление образованием. Педагогика. Лингвистика. Право. Социальные науки. Медиа и коммуникации. Менеджмент. Государственное управление. Знание законодательства Республики Казахстан в области образования...,На <highlighttext>Менеджера</highlighttext> возлагаются следующие функции: Административная поддержка в успешной разработке и реализации академических и профессиональных программ Школы (далее – Программы). ,От 1 года до 3 лет,Полная занятость,Полный день,
120021171,Менеджер (в офис),Алматы,300000.0,,KZT,"Средне-специальное /Высшее образование. Грамотная речь, желание и умение общаться.",Проведение консультаций Клиентам по продуктам компании. Оформление сделок и контроль оплаты счетов.,Нет опыта,Полная занятость,Полный день,
120281264,Менеджер по закупкам и снабжению в сфере строительства,Астана,,,,Значительным плюсом будет: * Успешный опыт в снабжении. * Высокие коммуникативные навыки. * Способность работать с большим объемом информации в режиме многозадачности. * ,1. Обеспечение наиболее выгодных цен и условий закупок. 2. Заключение договоров с поставщиками и мониторинг исполнения договорных обязательств. 3. ,От 3 до 6 лет,Полная занятость,Полный день,
120237324,SMM-менеджер,Москва,,,,"Высшее образование (маркетинг/ PR/ лингвистика/ филология, журналистика). Опыт работы от одного года на аналогичной позиции в компании в сфере Fashion...",Организация взаимодействия с лидерами мнений совместно с <highlighttext>менеджерами</highlighttext> по работе с лидерами мнений в социальных сетях. Обеспечение роста аудитории и...,От 1 года до 3 лет,Полная занятость,Полный день,
118103462,Менеджер по работе с клиентами (без холодного поиска),Москва,,75000.0,RUR,Оптимизм и доброжелательный настрой. Аккуратность и внимательность в работе. Исполнительность. Умение работать с большим количеством информации.,"Ведение документооборота, выполнение поручений от <highlighttext>менеджера</highlighttext> по продажам. Курирование оптовых клиентов (застройщиков, подрядчиков). Профессиональное консультирование клиентов по товару. ",Нет опыта,Полная занятость,Полный день,"Навыки продаж, Консультирование, Клиентоориентированность, Грамотная речь, Работа с существующей базой клиентов, Продажи корпоративным клиентам, Ведение документооборота, Пользователь ПК"
120213083,Офис-менеджер в автосалон BYD MIROBOD,Ташкент,2500000.0,8000000.0,UZS,Опыт работы на аналогичной позиции будет преимуществом. Отличные коммуникативные навыки и умение работать с клиентами. Уверенное владение ПК (MS Office...,Консультирование посетителей по услугам и автомобилям. Организация записи на тест-драйвы и встречи с <highlighttext>менеджерами</highlighttext>. Ведение документации и учет посетителей. ,Нет опыта,Полная занятость,Полный день,"Хозяйственное обеспечение офиса, Деловая переписка, Бумажный документооборот, Телефонные переговоры"
120231011,Менеджер,Ефремов,60000.0,,RUR,имеешь опыт в продажах или работал в сфере консультирования.,"Консультировать клиентов, приходящих к нам в офис. - Ведение кассы. - И главное - заботиться о клиентах.",Нет опыта,Полная занятость,Полный день,"Работа с CRM, Стратегия продаж, Активные продажи, Выявление потребностей, Обеспечение жизнедеятельности офиса"
120242938,Product manager | Project manager | Менеджер продукта,Санкт-Петербург,4000.0,,USD,имеешь опыт работы в управлении продуктами и реализации проектов (от 3-х лет) и привык работать в динамичных условиях +...,сбор и анализ требований пользователей и бизнеса. — разработка продуктовых концепций и прототипов. — определение продуктовых метрик и показателей эффективности. — ,Нет опыта,Полная занятость,Полный день,
120310041,Educational project manager,Москва,,,,Способность работать автономно и реализовывать проекты «под ключ». Интерес к развитию в области образования. Умение работать с бизнес-заказчиками (внутренними...,"Разработка, внедрение и управление образовательными инициативами с учебными заведениями. Управление проектами по производству онлайн (от идеи до готового продукта) и...",От 3 до 6 лет,Полная занятость,Полный день,"Project management, Организация образовательных мероприятий, Управление стейкхолдерами"
120293142,Менеджер - администратор ресторана,Алматы,500000.0,800000.0,KZT,Опыт работы в общепите не менее 5 лет. Опыт управления заведениями общепита от 1 года до 3-х лет. ,"Планировать, организовывать и контролировать работу ресторана. Управлять персоналом, контролировать работу официантов и раннеров. Организовывать банкеты. Работать над обучением персонала. ",От 3 до 6 лет,Полная занятость,Полный день,"Организаторские навыки, Обучение персонала, Обучение и развитие, Ответственность, R-Keeper, Организация и контроль работы персонала, Управление конфликтами, Первичная адаптация персонала"
120342715,Бренд-менеджер (Davines),Алматы,900000.0,,KZT,Высшее образование. Опыт работы на аналогичной позиции профессиональной косметики от 3х лет. Уверенное знание английского языка не ниже upper...,Осуществление аудита торговых точек вместе с <highlighttext>менеджером</highlighttext> по продажам. Формирование и управление текущей ассортиментной матрицей. Описание и реклама продуктов и...,Более 6 лет,Полная занятость,Полный день,
120156444,SMM-менеджер,Астана,200000.0,300000.0,KZT,Опыт работы в SMM от 1 года. Знание трендов и алгоритмов соцсетей. Навыки копирайтинга и визуального сторителлинга. Умение работать с...,"Совместная разработка и реализация SMM-стратегии. Ведение и развитие аккаунтов в соцсетях (Instagram, TikTok, Telegram, др.). Совместное создание контент-плана...",От 1 года до 3 лет,Полная занятость,Полный день,"SMM, SMMplanner, Сегментирование аудитории, Позиционирование бренда, Вирусный маркетинг, Продвижение бренда, Написание текстов, Сторисмейкинг, Разработка контент-плана, SMM-стратегия"
